排名,沪深300ETF比例,中债新综合LOF比例,红利ETF比例,再平衡阈值,再平衡启用,策略A启用,策略B启用,累计总收益,年化收益,最大回撤,年化波动,夏普比率,卡玛比率
247,40%,40%,20%,3%,关,关,开,161.4831%,7.4763%,45.7566%,21.0813%,0.236100,0.163393
248,40%,40%,20%,3%,关,关,关,161.4831%,7.4763%,45.7566%,21.0813%,0.236100,0.163393
249,40%,0%,60%,2%,开,关,开,309.6894%,11.1579%,61.5070%,36.7565%,0.235500,0.181409
250,40%,0%,60%,2%,开,关,关,309.6894%,11.1579%,61.5070%,36.7565%,0.235500,0.181409
251,60%,0%,40%,1%,开,关,开,266.6025%,10.2352%,58.7232%,32.8676%,0.235300,0.174296
252,60%,0%,40%,1%,开,关,关,266.6025%,10.2352%,58.7232%,32.8676%,0.235300,0.174296
253,20%,20%,60%,1%,关,关,开,247.3480%,9.7900%,59.3511%,31.0501%,0.234800,0.164951
254,20%,20%,60%,1%,关,关,关,247.3480%,9.7900%,59.3511%,31.0501%,0.234800,0.164951
255,20%,20%,60%,2%,关,关,开,247.3480%,9.7900%,59.3511%,31.0501%,0.234800,0.164951
256,20%,20%,60%,2%,关,关,关,247.3480%,9.7900%,59.3511%,31.0501%,0.234800,0.164951
257,20%,20%,60%,3%,关,关,开,247.3480%,9.7900%,59.3511%,31.0501%,0.234800,0.164951
258,20%,20%,60%,3%,关,关,关,247.3480%,9.7900%,59.3511%,31.0501%,0.234800,0.164951
259,80%,20%,0%,3%,开,关,开,169.1189%,7.7086%,43.1137%,22.2085%,0.234500,0.178797
260,80%,20%,0%,3%,开,关,关,169.1189%,7.7086%,43.1137%,22.2085%,0.234500,0.178797
261,60%,0%,40%,1%,开,开,开,236.5961%,9.5314%,56.4217%,30.0239%,0.234200,0.168931
262,60%,0%,40%,1%,开,开,关,236.5961%,9.5314%,56.4217%,30.0239%,0.234200,0.168931
263,80%,20%,0%,2%,开,关,开,168.7239%,7.6967%,43.0948%,22.2018%,0.234100,0.178599
264,80%,20%,0%,2%,开,关,关,168.7239%,7.6967%,43.0948%,22.2018%,0.234100,0.178599
265,20%,80%,0%,1%,关,开,开,117.9100%,6.0167%,24.3107%,15.0548%,0.233600,0.247492
266,20%,80%,0%,1%,关,开,关,117.9100%,6.0167%,24.3107%,15.0548%,0.233600,0.247492
267,20%,80%,0%,2%,关,开,开,117.9100%,6.0167%,24.3107%,15.0548%,0.233600,0.247492
268,20%,80%,0%,2%,关,开,关,117.9100%,6.0167%,24.3107%,15.0548%,0.233600,0.247492
269,20%,80%,0%,3%,关,开,开,117.9100%,6.0167%,24.3107%,15.0548%,0.233600,0.247492
270,20%,80%,0%,3%,关,开,关,117.9100%,6.0167%,24.3107%,15.0548%,0.233600,0.247492
271,40%,0%,60%,1%,开,关,开,305.6694%,11.0757%,61.5488%,36.7596%,0.233300,0.179950
272,40%,0%,60%,1%,开,关,关,305.6694%,11.0757%,61.5488%,36.7596%,0.233300,0.179950
273,40%,20%,40%,1%,关,关,开,212.7192%,8.9285%,56.0561%,27.5723%,0.233200,0.159278
274,40%,20%,40%,1%,关,关,关,212.7192%,8.9285%,56.0561%,27.5723%,0.233200,0.159278
275,40%,20%,40%,2%,关,关,开,212.7192%,8.9285%,56.0561%,27.5723%,0.233200,0.159278
276,40%,20%,40%,2%,关,关,关,212.7192%,8.9285%,56.0561%,27.5723%,0.233200,0.159278
277,40%,20%,40%,3%,关,关,开,212.7192%,8.9285%,56.0561%,27.5723%,0.233200,0.159278
278,40%,20%,40%,3%,关,关,关,212.7192%,8.9285%,56.0561%,27.5723%,0.233200,0.159278
279,20%,0%,80%,3%,开,开,开,304.9454%,11.0608%,61.9900%,36.7768%,0.232800,0.178429
280,20%,0%,80%,3%,开,开,关,304.9454%,11.0608%,61.9900%,36.7768%,0.232800,0.178429
281,20%,0%,80%,2%,开,开,开,304.5250%,11.0522%,61.9884%,36.7740%,0.232600,0.178295
282,20%,0%,80%,2%,开,开,关,304.5250%,11.0522%,61.9884%,36.7740%,0.232600,0.178295
283,20%,0%,80%,1%,开,开,开,304.1023%,11.0435%,61.9872%,36.7701%,0.232300,0.178158
284,20%,0%,80%,1%,开,开,关,304.1023%,11.0435%,61.9872%,36.7701%,0.232300,0.178158
285,60%,0%,40%,2%,开,开,开,234.0161%,9.4682%,56.5439%,30.0335%,0.232000,0.167449
286,60%,0%,40%,2%,开,开,关,234.0161%,9.4682%,56.5439%,30.0335%,0.232000,0.167449
287,60%,0%,40%,3%,开,开,开,232.9810%,9.4427%,56.5459%,30.0389%,0.231100,0.166992
288,60%,0%,40%,3%,开,开,关,232.9810%,9.4427%,56.5459%,30.0389%,0.231100,0.166992
289,0%,20%,80%,1%,关,关,开,281.9826%,10.5756%,62.0546%,35.2562%,0.229100,0.170424
290,0%,20%,80%,1%,关,关,关,281.9826%,10.5756%,62.0546%,35.2562%,0.229100,0.170424
291,0%,20%,80%,2%,关,关,开,281.9826%,10.5756%,62.0546%,35.2562%,0.229100,0.170424
292,0%,20%,80%,2%,关,关,关,281.9826%,10.5756%,62.0546%,35.2562%,0.229100,0.170424
293,0%,20%,80%,3%,关,关,开,281.9826%,10.5756%,62.0546%,35.2562%,0.229100,0.170424
294,0%,20%,80%,3%,关,关,关,281.9826%,10.5756%,62.0546%,35.2562%,0.229100,0.170424
295,0%,80%,20%,1%,关,关,开,128.2992%,6.3877%,29.3939%,17.0160%,0.228500,0.217314
296,0%,80%,20%,1%,关,关,关,128.2992%,6.3877%,29.3939%,17.0160%,0.228500,0.217314
297,0%,80%,20%,2%,关,关,开,128.2992%,6.3877%,29.3939%,17.0160%,0.228500,0.217314
298,0%,80%,20%,2%,关,关,关,128.2992%,6.3877%,29.3939%,17.0160%,0.228500,0.217314
299,0%,80%,20%,3%,关,关,开,128.2992%,6.3877%,29.3939%,17.0160%,0.228500,0.217314
300,0%,80%,20%,3%,关,关,关,128.2992%,6.3877%,29.3939%,17.0160%,0.228500,0.217314
301,20%,0%,80%,1%,关,开,开,292.0783%,10.7922%,62.2463%,36.5648%,0.226800,0.173379
302,20%,0%,80%,1%,关,开,关,292.0783%,10.7922%,62.2463%,36.5648%,0.226800,0.173379
303,20%,0%,80%,2%,关,开,开,292.0783%,10.7922%,62.2463%,36.5648%,0.226800,0.173379
304,20%,0%,80%,2%,关,开,关,292.0783%,10.7922%,62.2463%,36.5648%,0.226800,0.173379
305,20%,0%,80%,3%,关,开,开,292.0783%,10.7922%,62.2463%,36.5648%,0.226800,0.173379
306,20%,0%,80%,3%,关,开,关,292.0783%,10.7922%,62.2463%,36.5648%,0.226800,0.173379
307,60%,40%,0%,3%,开,开,开,152.6950%,7.2010%,39.9361%,20.8274%,0.225700,0.180313
308,60%,40%,0%,3%,开,开,关,152.6950%,7.2010%,39.9361%,20.8274%,0.225700,0.180313
309,60%,20%,20%,3%,开,开,开,189.4870%,8.2996%,49.6384%,25.7063%,0.225600,0.167201
310,60%,20%,20%,3%,开,开,关,189.4870%,8.2996%,49.6384%,25.7063%,0.225600,0.167201
311,20%,0%,80%,3%,开,关,开,341.4920%,11.7830%,66.1422%,41.1597%,0.225500,0.178146
312,20%,0%,80%,3%,开,关,关,341.4920%,11.7830%,66.1422%,41.1597%,0.225500,0.178146
313,60%,20%,20%,2%,开,开,开,188.3916%,8.2688%,49.5754%,25.6900%,0.224600,0.166792
314,60%,20%,20%,2%,开,开,关,188.3916%,8.2688%,49.5754%,25.6900%,0.224600,0.166792
315,80%,0%,20%,2%,开,关,开,221.4840%,9.1546%,55.8172%,29.6571%,0.224400,0.164010
316,80%,0%,20%,2%,开,关,关,221.4840%,9.1546%,55.8172%,29.6571%,0.224400,0.164010
317,60%,20%,20%,1%,开,开,开,187.3461%,8.2393%,49.4798%,25.6941%,0.223400,0.166518
318,60%,20%,20%,1%,开,开,关,187.3461%,8.2393%,49.4798%,25.6941%,0.223400,0.166518
319,20%,0%,80%,2%,开,关,开,336.3006%,11.6839%,66.2042%,41.1428%,0.223200,0.176483
320,20%,0%,80%,2%,开,关,关,336.3006%,11.6839%,66.2042%,41.1428%,0.223200,0.176483
321,20%,80%,0%,1%,开,关,开,114.4316%,5.8888%,25.2468%,15.2103%,0.222800,0.233249
322,20%,80%,0%,1%,开,关,关,114.4316%,5.8888%,25.2468%,15.2103%,0.222800,0.233249
323,60%,40%,0%,2%,开,开,开,150.6564%,7.1359%,39.9304%,20.8325%,0.222500,0.178708
324,60%,40%,0%,2%,开,开,关,150.6564%,7.1359%,39.9304%,20.8325%,0.222500,0.178708
325,80%,0%,20%,1%,开,关,开,218.0998%,9.0680%,55.8478%,29.6601%,0.221400,0.162370
326,80%,0%,20%,1%,开,关,关,218.0998%,9.0680%,55.8478%,29.6601%,0.221400,0.162370
327,20%,80%,0%,2%,开,关,开,113.7547%,5.8637%,25.0098%,15.2038%,0.221200,0.234456
328,20%,80%,0%,2%,开,关,关,113.7547%,5.8637%,25.0098%,15.2038%,0.221200,0.234456
329,60%,40%,0%,1%,关,开,开,148.3898%,7.0629%,39.6298%,20.6294%,0.221200,0.178222
330,60%,40%,0%,1%,关,开,关,148.3898%,7.0629%,39.6298%,20.6294%,0.221200,0.178222
331,60%,40%,0%,2%,关,开,开,148.3898%,7.0629%,39.6298%,20.6294%,0.221200,0.178222
332,60%,40%,0%,2%,关,开,关,148.3898%,7.0629%,39.6298%,20.6294%,0.221200,0.178222
333,60%,40%,0%,3%,关,开,开,148.3898%,7.0629%,39.6298%,20.6294%,0.221200,0.178222
334,60%,40%,0%,3%,关,开,关,148.3898%,7.0629%,39.6298%,20.6294%,0.221200,0.178222
335,20%,0%,80%,1%,开,关,开,331.6178%,11.5935%,66.2040%,41.1437%,0.221000,0.175118
336,20%,0%,80%,1%,开,关,关,331.6178%,11.5935%,66.2040%,41.1437%,0.221000,0.175118
337,60%,20%,20%,1%,关,关,开,178.0600%,7.9729%,51.9467%,24.7826%,0.220800,0.153482
338,60%,20%,20%,1%,关,关,关,178.0600%,7.9729%,51.9467%,24.7826%,0.220800,0.153482
339,60%,20%,20%,2%,关,关,开,178.0600%,7.9729%,51.9467%,24.7826%,0.220800,0.153482
340,60%,20%,20%,2%,关,关,关,178.0600%,7.9729%,51.9467%,24.7826%,0.220800,0.153482
341,60%,20%,20%,3%,关,关,开,178.0600%,7.9729%,51.9467%,24.7826%,0.220800,0.153482
342,60%,20%,20%,3%,关,关,关,178.0600%,7.9729%,51.9467%,24.7826%,0.220800,0.153482
343,60%,20%,20%,1%,关,开,开,185.1265%,8.1764%,49.6383%,25.7441%,0.220500,0.164720
344,60%,20%,20%,1%,关,开,关,185.1265%,8.1764%,49.6383%,25.7441%,0.220500,0.164720
345,60%,20%,20%,2%,关,开,开,185.1265%,8.1764%,49.6383%,25.7441%,0.220500,0.164720
346,60%,20%,20%,2%,关,开,关,185.1265%,8.1764%,49.6383%,25.7441%,0.220500,0.164720
347,60%,20%,20%,3%,关,开,开,185.1265%,8.1764%,49.6383%,25.7441%,0.220500,0.164720
348,60%,20%,20%,3%,关,开,关,185.1265%,8.1764%,49.6383%,25.7441%,0.220500,0.164720
349,60%,40%,0%,1%,开,开,开,148.8921%,7.0791%,39.9311%,20.8360%,0.219800,0.177283
350,60%,40%,0%,1%,开,开,关,148.8921%,7.0791%,39.9311%,20.8360%,0.219800,0.177283
351,80%,0%,20%,3%,开,关,开,215.8713%,9.0105%,55.9240%,29.6643%,0.219500,0.161120
352,80%,0%,20%,3%,开,关,关,215.8713%,9.0105%,55.9240%,29.6643%,0.219500,0.161120
353,40%,0%,60%,1%,关,关,开,263.9552%,10.1753%,62.8666%,35.2205%,0.217900,0.161855
354,40%,0%,60%,1%,关,关,关,263.9552%,10.1753%,62.8666%,35.2205%,0.217900,0.161855
355,40%,0%,60%,2%,关,关,开,263.9552%,10.1753%,62.8666%,35.2205%,0.217900,0.161855
356,40%,0%,60%,2%,关,关,关,263.9552%,10.1753%,62.8666%,35.2205%,0.217900,0.161855
357,40%,0%,60%,3%,关,关,开,263.9552%,10.1753%,62.8666%,35.2205%,0.217900,0.161855
358,40%,0%,60%,3%,关,关,关,263.9552%,10.1753%,62.8666%,35.2205%,0.217900,0.161855
359,60%,0%,40%,1%,关,关,开,229.2960%,9.3514%,60.2050%,31.6846%,0.216200,0.155326
360,60%,0%,40%,1%,关,关,关,229.2960%,9.3514%,60.2050%,31.6846%,0.216200,0.155326
361,60%,0%,40%,2%,关,关,开,229.2960%,9.3514%,60.2050%,31.6846%,0.216200,0.155326
362,60%,0%,40%,2%,关,关,关,229.2960%,9.3514%,60.2050%,31.6846%,0.216200,0.155326
363,60%,0%,40%,3%,关,关,开,229.2960%,9.3514%,60.2050%,31.6846%,0.216200,0.155326
364,60%,0%,40%,3%,关,关,关,229.2960%,9.3514%,60.2050%,31.6846%,0.216200,0.155326
365,40%,0%,60%,1%,关,开,开,239.2297%,9.5954%,59.4065%,32.9658%,0.215200,0.161521
366,40%,0%,60%,1%,关,开,关,239.2297%,9.5954%,59.4065%,32.9658%,0.215200,0.161521
367,40%,0%,60%,2%,关,开,开,239.2297%,9.5954%,59.4065%,32.9658%,0.215200,0.161521
368,40%,0%,60%,2%,关,开,关,239.2297%,9.5954%,59.4065%,32.9658%,0.215200,0.161521
369,40%,0%,60%,3%,关,开,开,239.2297%,9.5954%,59.4065%,32.9658%,0.215200,0.161521
370,40%,0%,60%,3%,关,开,关,239.2297%,9.5954%,59.4065%,32.9658%,0.215200,0.161521
371,20%,0%,80%,1%,关,关,开,298.5594%,10.9285%,65.0808%,39.7796%,0.211900,0.167922
372,20%,0%,80%,1%,关,关,关,298.5594%,10.9285%,65.0808%,39.7796%,0.211900,0.167922
373,20%,0%,80%,2%,关,关,开,298.5594%,10.9285%,65.0808%,39.7796%,0.211900,0.167922
374,20%,0%,80%,2%,关,关,关,298.5594%,10.9285%,65.0808%,39.7796%,0.211900,0.167922
375,20%,0%,80%,3%,关,关,开,298.5594%,10.9285%,65.0808%,39.7796%,0.211900,0.167922
376,20%,0%,80%,3%,关,关,关,298.5594%,10.9285%,65.0808%,39.7796%,0.211900,0.167922
377,20%,80%,0%,3%,开,关,开,108.8290%,5.6787%,25.1161%,15.1431%,0.209900,0.226098
378,20%,80%,0%,3%,开,关,关,108.8290%,5.6787%,25.1161%,15.1431%,0.209900,0.226098
379,0%,0%,100%,1%,开,开,开,300.9475%,10.9782%,66.9347%,41.0754%,0.206400,0.164014
380,0%,0%,100%,1%,开,开,关,300.9475%,10.9782%,66.9347%,41.0754%,0.206400,0.164014
381,0%,0%,100%,2%,开,开,开,300.9475%,10.9782%,66.9347%,41.0754%,0.206400,0.164014
382,0%,0%,100%,2%,开,开,关,300.9475%,10.9782%,66.9347%,41.0754%,0.206400,0.164014
383,0%,0%,100%,3%,开,开,开,300.9475%,10.9782%,66.9347%,41.0754%,0.206400,0.164014
384,0%,0%,100%,3%,开,开,关,300.9475%,10.9782%,66.9347%,41.0754%,0.206400,0.164014
385,80%,0%,20%,1%,关,关,开,194.6671%,8.4438%,56.9542%,29.0290%,0.204800,0.148256
386,80%,0%,20%,1%,关,关,关,194.6671%,8.4438%,56.9542%,29.0290%,0.204800,0.148256
387,80%,0%,20%,2%,关,关,开,194.6671%,8.4438%,56.9542%,29.0290%,0.204800,0.148256
388,80%,0%,20%,2%,关,关,关,194.6671%,8.4438%,56.9542%,29.0290%,0.204800,0.148256
389,80%,0%,20%,3%,关,关,开,194.6671%,8.4438%,56.9542%,29.0290%,0.204800,0.148256
390,80%,0%,20%,3%,关,关,关,194.6671%,8.4438%,56.9542%,29.0290%,0.204800,0.148256
391,0%,0%,100%,1%,关,开,开,298.2998%,10.9231%,67.1733%,41.1427%,0.204700,0.162611
392,0%,0%,100%,1%,关,开,关,298.2998%,10.9231%,67.1733%,41.1427%,0.204700,0.162611
393,0%,0%,100%,2%,关,开,开,298.2998%,10.9231%,67.1733%,41.1427%,0.204700,0.162611
394,0%,0%,100%,2%,关,开,关,298.2998%,10.9231%,67.1733%,41.1427%,0.204700,0.162611
395,0%,0%,100%,3%,关,开,开,298.2998%,10.9231%,67.1733%,41.1427%,0.204700,0.162611
396,0%,0%,100%,3%,关,开,关,298.2998%,10.9231%,67.1733%,41.1427%,0.204700,0.162611
397,60%,40%,0%,1%,关,关,开,126.8486%,6.3369%,38.8964%,19.0073%,0.201900,0.162917
398,60%,40%,0%,1%,关,关,关,126.8486%,6.3369%,38.8964%,19.0073%,0.201900,0.162917
399,60%,40%,0%,2%,关,关,开,126.8486%,6.3369%,38.8964%,19.0073%,0.201900,0.162917
400,60%,40%,0%,2%,关,关,关,126.8486%,6.3369%,38.8964%,19.0073%,0.201900,0.162917
401,60%,40%,0%,3%,关,关,开,126.8486%,6.3369%,38.8964%,19.0073%,0.201900,0.162917
402,60%,40%,0%,3%,关,关,关,126.8486%,6.3369%,38.8964%,19.0073%,0.201900,0.162917
403,40%,60%,0%,1%,关,关,开,110.2718%,5.7333%,29.8313%,16.0942%,0.200900,0.192191
404,40%,60%,0%,1%,关,关,关,110.2718%,5.7333%,29.8313%,16.0942%,0.200900,0.192191
405,40%,60%,0%,2%,关,关,开,110.2718%,5.7333%,29.8313%,16.0942%,0.200900,0.192191
406,40%,60%,0%,2%,关,关,关,110.2718%,5.7333%,29.8313%,16.0942%,0.200900,0.192191
407,40%,60%,0%,3%,关,关,开,110.2718%,5.7333%,29.8313%,16.0942%,0.200900,0.192191
408,40%,60%,0%,3%,关,关,关,110.2718%,5.7333%,29.8313%,16.0942%,0.200900,0.192191
409,0%,0%,100%,1%,开,关,开,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
410,0%,0%,100%,1%,关,关,开,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
411,0%,0%,100%,1%,开,关,关,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
412,0%,0%,100%,1%,关,关,关,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
413,0%,0%,100%,2%,开,关,开,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
414,0%,0%,100%,2%,关,关,开,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
415,0%,0%,100%,2%,开,关,关,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
416,0%,0%,100%,2%,关,关,关,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
417,0%,0%,100%,3%,开,关,开,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
418,0%,0%,100%,3%,关,关,开,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
419,0%,0%,100%,3%,开,关,关,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
420,0%,0%,100%,3%,关,关,关,333.2186%,11.6245%,72.4426%,45.8970%,0.198800,0.160465
421,80%,20%,0%,3%,开,开,开,163.8210%,7.5480%,49.3709%,25.7375%,0.196100,0.152884
422,80%,20%,0%,3%,开,开,关,163.8210%,7.5480%,49.3709%,25.7375%,0.196100,0.152884
423,80%,20%,0%,1%,关,开,开,163.2995%,7.5321%,49.3832%,25.7593%,0.195400,0.152524
424,80%,20%,0%,1%,关,开,关,163.2995%,7.5321%,49.3832%,25.7593%,0.195400,0.152524
425,80%,20%,0%,2%,关,开,开,163.2995%,7.5321%,49.3832%,25.7593%,0.195400,0.152524
426,80%,20%,0%,2%,关,开,关,163.2995%,7.5321%,49.3832%,25.7593%,0.195400,0.152524
427,80%,20%,0%,3%,关,开,开,163.2995%,7.5321%,49.3832%,25.7593%,0.195400,0.152524
428,80%,20%,0%,3%,关,开,关,163.2995%,7.5321%,49.3832%,25.7593%,0.195400,0.152524
429,80%,20%,0%,2%,开,开,开,162.8019%,7.5168%,49.2879%,25.7292%,0.195000,0.152508
430,80%,20%,0%,2%,开,开,关,162.8019%,7.5168%,49.2879%,25.7292%,0.195000,0.152508
431,80%,20%,0%,1%,开,开,开,162.5990%,7.5106%,49.2837%,25.7286%,0.194700,0.152395
432,80%,20%,0%,1%,开,开,关,162.5990%,7.5106%,49.2837%,25.7286%,0.194700,0.152395
433,80%,0%,20%,1%,关,开,开,176.3994%,7.9244%,53.6428%,27.9086%,0.194400,0.147725
434,80%,0%,20%,1%,关,开,关,176.3994%,7.9244%,53.6428%,27.9086%,0.194400,0.147725
435,80%,0%,20%,2%,关,开,开,176.3994%,7.9244%,53.6428%,27.9086%,0.194400,0.147725
436,80%,0%,20%,2%,关,开,关,176.3994%,7.9244%,53.6428%,27.9086%,0.194400,0.147725
437,80%,0%,20%,3%,关,开,开,176.3994%,7.9244%,53.6428%,27.9086%,0.194400,0.147725
438,80%,0%,20%,3%,关,开,关,176.3994%,7.9244%,53.6428%,27.9086%,0.194400,0.147725
439,80%,0%,20%,2%,开,开,开,175.7743%,7.9061%,53.6137%,27.8633%,0.194000,0.147464
440,80%,0%,20%,2%,开,开,关,175.7743%,7.9061%,53.6137%,27.8633%,0.194000,0.147464
441,80%,0%,20%,3%,开,开,开,175.6330%,7.9020%,53.6279%,27.8640%,0.193900,0.147349
442,80%,0%,20%,3%,开,开,关,175.6330%,7.9020%,53.6279%,27.8640%,0.193900,0.147349
443,80%,0%,20%,1%,开,开,开,175.4424%,7.8964%,53.6248%,27.8650%,0.193700,0.147253
444,80%,0%,20%,1%,开,开,关,175.4424%,7.8964%,53.6248%,27.8650%,0.193700,0.147253
445,80%,20%,0%,1%,关,关,开,143.4558%,6.9019%,46.7876%,22.9573%,0.191700,0.147516
446,80%,20%,0%,1%,关,关,关,143.4558%,6.9019%,46.7876%,22.9573%,0.191700,0.147516
447,80%,20%,0%,2%,关,关,开,143.4558%,6.9019%,46.7876%,22.9573%,0.191700,0.147516
448,80%,20%,0%,2%,关,关,关,143.4558%,6.9019%,46.7876%,22.9573%,0.191700,0.147516
449,80%,20%,0%,3%,关,关,开,143.4558%,6.9019%,46.7876%,22.9573%,0.191700,0.147516
450,80%,20%,0%,3%,关,关,关,143.4558%,6.9019%,46.7876%,22.9573%,0.191700,0.147516
451,0%,100%,0%,1%,关,开,开,103.9018%,5.4896%,29.3801%,16.5227%,0.180900,0.186848
452,0%,100%,0%,1%,关,开,关,103.9018%,5.4896%,29.3801%,16.5227%,0.180900,0.186848
453,0%,100%,0%,2%,关,开,开,103.9018%,5.4896%,29.3801%,16.5227%,0.180900,0.186848
454,0%,100%,0%,2%,关,开,关,103.9018%,5.4896%,29.3801%,16.5227%,0.180900,0.186848
455,0%,100%,0%,3%,关,开,开,103.9018%,5.4896%,29.3801%,16.5227%,0.180900,0.186848
456,0%,100%,0%,3%,关,开,关,103.9018%,5.4896%,29.3801%,16.5227%,0.180900,0.186848
457,100%,0%,0%,1%,开,开,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
458,100%,0%,0%,1%,关,开,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
459,100%,0%,0%,1%,开,开,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
460,100%,0%,0%,1%,关,开,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
461,100%,0%,0%,1%,开,关,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
462,100%,0%,0%,1%,关,关,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
463,100%,0%,0%,1%,开,关,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
464,100%,0%,0%,1%,关,关,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
465,100%,0%,0%,2%,开,开,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
466,100%,0%,0%,2%,关,开,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
467,100%,0%,0%,2%,开,开,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
468,100%,0%,0%,2%,关,开,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
469,100%,0%,0%,2%,开,关,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
470,100%,0%,0%,2%,关,关,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
471,100%,0%,0%,2%,开,关,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
472,100%,0%,0%,2%,关,关,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
473,100%,0%,0%,3%,开,开,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
474,100%,0%,0%,3%,关,开,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
475,100%,0%,0%,3%,开,开,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
476,100%,0%,0%,3%,关,开,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
477,100%,0%,0%,3%,开,关,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
478,100%,0%,0%,3%,关,关,开,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
479,100%,0%,0%,3%,开,关,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
480,100%,0%,0%,3%,关,关,关,160.0326%,7.4314%,52.9723%,27.3948%,0.180000,0.140288
481,0%,100%,0%,1%,开,开,开,102.5273%,5.4361%,29.3806%,16.4764%,0.178200,0.185023
482,0%,100%,0%,1%,开,开,关,102.5273%,5.4361%,29.3806%,16.4764%,0.178200,0.185023
483,0%,100%,0%,2%,开,开,开,102.5273%,5.4361%,29.3806%,16.4764%,0.178200,0.185023
484,0%,100%,0%,2%,开,开,关,102.5273%,5.4361%,29.3806%,16.4764%,0.178200,0.185023
485,0%,100%,0%,3%,开,开,开,102.5273%,5.4361%,29.3806%,16.4764%,0.178200,0.185023
486,0%,100%,0%,3%,开,开,关,102.5273%,5.4361%,29.3806%,16.4764%,0.178200,0.185023
487,20%,80%,0%,1%,关,关,开,93.6646%,5.0828%,26.7629%,15.3020%,0.168800,0.189920
488,20%,80%,0%,1%,关,关,关,93.6646%,5.0828%,26.7629%,15.3020%,0.168800,0.189920
489,20%,80%,0%,2%,关,关,开,93.6646%,5.0828%,26.7629%,15.3020%,0.168800,0.189920
490,20%,80%,0%,2%,关,关,关,93.6646%,5.0828%,26.7629%,15.3020%,0.168800,0.189920
491,20%,80%,0%,3%,关,关,开,93.6646%,5.0828%,26.7629%,15.3020%,0.168800,0.189920
492,20%,80%,0%,3%,关,关,关,93.6646%,5.0828%,26.7629%,15.3020%,0.168800,0.189920
493,0%,100%,0%,1%,开,关,开,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
494,0%,100%,0%,1%,关,关,开,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
495,0%,100%,0%,1%,开,关,关,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
496,0%,100%,0%,1%,关,关,关,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
497,0%,100%,0%,2%,开,关,开,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
498,0%,100%,0%,2%,关,关,开,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
499,0%,100%,0%,2%,开,关,关,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
500,0%,100%,0%,2%,关,关,关,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
501,0%,100%,0%,3%,开,关,开,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
502,0%,100%,0%,3%,关,关,开,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
503,0%,100%,0%,3%,开,关,关,77.0878%,4.3799%,30.9148%,17.7498%,0.105900,0.141676
